41234, 149642958, 149642958784321, -1.46585, -1.3269863, 9.870695,0
41280, 149643087, 149643087300623, -1.1815386, -0.8972271, 9.482835,0
41312, 149643266, 149643266648123, -0.57640404, -0.87089086, 10.06283,0
41332, 149643449, 149643449129477, -1.2180501, -0.75596917, 9.32362,0
41353, 149643626, 149643626079998, -1.4317327, -0.97384155, 9.712678,0
41380, 149643805, 149643805855311, -1.8166006, -1.1049241, 9.078813,0
41409, 149644043, 149644043045728, -1.2066777, -1.0941502, 9.683948,0
41423, 149644166, 149644166260259, -1.4460979, -1.2629414, 9.835979,0
41462, 149644344, 149644344976457, -8.352771, -2.8113914, 3.2615013,0
41495, 149644523, 149644523790207, -9.060258, -1.0348936, 1.1414356,0
41513, 149644704, 149644704549321, -8.889072, 0.4758476, 2.030283,0
41534, 149644883, 149644883082134, -10.414179, 0.28909984, -0.5674258,0
41556, 149645063, 149645063873071, -9.207501, -0.15502456, 1.7585411,0
41579, 149645243, 149645243368905, -10.21965, 0.045489833, 1.0785879,0
41599, 149645421, 149645421879738, -9.8994255, -1.4951789, 1.1761516,0
41624, 149645607, 149645607337342, -4.7638626, 0.53091425, 1.8459295,0
41647, 149645782, 149645782269426, -12.600085, 3.0723593, 3.1148565,0
41674, 149645961, 149645961903488, -6.021417, -0.18914193, -0.49679685,0
41690, 149646141, 149646141925259, -8.288726, 1.3700819, 1.596334,0
41713, 149646320, 149646320392758, -12.546215, 0.8643068, 0.15203181,0
41739, 149646500, 149646500232654, -13.046005, -3.6924577, 1.9596541,0
41760, 149646682, 149646682066405, -6.811504, 0.33279404, 1.5711949,0
41786, 149646858, 149646858460571, -14.570513, 4.5423994, 7.455544,0
41816, 149647037, 149647038022967, -7.5345526, -1.5652094, 4.4394484,0
41842, 149647218, 149647218557808, -6.417059, 1.0229226, 2.178125,0
41863, 149647397, 149647397256612, -12.4073515, 0.11791443, 1.9794062,0
41890, 149647576, 149647576537341, -13.013683, -3.0986955, 4.546589,0
41898, 149647682, 149647682426247, -5.9448028, 0.29987377, 1.7621324,0
41898, 149647682, 149647682643904, -5.9448028, 0.29987377, 1.7621324,0
41898, 149647682, 149647682821352, -5.9448028, 0.29987377, 1.7621324,0
41898, 149647683, 149647683028070, -5.9448028, 0.29987377, 1.7621324,0
41898, 149647683, 149647683231925, -5.9448028, 0.29987377, 1.7621324,0
41900, 149647708, 149647708277653, -5.170877, 0.36152446, 1.2659341,0
41902, 149647715, 149647715709372, -5.1301756, -0.14844051, 0.3752911,0
41907, 149647736, 149647737021403, -4.7339354, 0.030526072, 0.02873042,0
41911, 149647757, 149647757483018, -4.525041, 0.37948096, 0.34596214,0
41912, 149647775, 149647775586612, -5.180454, -0.12928689, -0.08379706,0
41914, 149647795, 149647795793435, -5.5467668, -0.37708676, 0.5638345,0
41914, 149647816, 149647816386612, -4.9464207, -0.08080431, 2.3666685,0
41918, 149647836, 149647836290570, -3.5434184, 0.34237084, 3.7541082,0
41920, 149647856, 149647856529424, -3.2902317, 0.58538234, 4.074931,0
41923, 149647878, 149647879006924, -4.644751, 0.54049104, 3.3135753,0
41925, 149647895, 149647895950518, -7.1544733, 1.38325, 4.9386396,0
41927, 149647915, 149647915681247, -12.752117, 4.1359835, 8.487445,0
41932, 149647935, 149647935604060, -19.6133, 6.7749925, 13.997701,0
41935, 149647955, 149647955454893, -17.964294, 4.1641154, 7.764396,0
41941, 149647990, 149647990330986, -12.750919, 3.549404, 1.2108675,0
41942, 149647995, 149647995489060, -12.98615, 1.7938557, 1.0468647,0
41943, 149648014, 149648014869008, -12.510303, -0.2801216, 0.65301853,0
41946, 149648035, 149648035510101, -13.312959, -3.0113072, 0.12509704,0
41948, 149648055, 149648055278174, -12.070368, -4.3406878, 4.0037036,0
41952, 149648079, 149648079638434, -11.071986, -4.851251, 6.8468184,0
41954, 149648095, 149648095753331, -8.556877, -1.7226281, 3.762488,0
41955, 149648115, 149648115550101, -5.3079453, 0.6997054, 0.37349546,0
41960, 149648135, 149648135623956, -3.321955, 1.0845734, 0.059855044,0
41963, 149648155, 149648155602653, -3.620033, 0.24480712, -0.17298107,0
41965, 149648175, 149648175880831, -6.432023, -0.86011696, -0.8643068,0
41972, 149648198, 149648198486039, -9.527725, -0.92416185, -1.2587515,0
41979, 149648215, 149648215949320, -12.0159, -1.5011644, 0.7745243,0
41984, 149648236, 149648236263747, -12.538434, -1.2467805, 2.7910407,0
41987, 149648256, 149648256062601, -10.233417, 0.45848963, 2.6013002,0
41989, 149648276, 149648276077706, -8.115746, 1.4413095, 0.6332663,0
41994, 149648296, 149648296276508, -6.301539, 1.7866731, -0.4333505,0
41995, 149648315, 149648315645049, -6.2243257, 1.4939818, -0.374094,0
42000, 149648335, 149648335264997, -7.2568254, 1.3335704, 0.6811504,0
42002, 149648355, 149648355253487, -8.565256, 1.1773487, 1.7729063,0
42003, 149648374, 149648374855622, -9.952697, 0.84814596, 1.8938135,0
42007, 149648394, 149648394520570, -11.288062, 1.067814, 1.228824,0
42008, 149648414, 149648414470258, -11.608287, 1.489792, 4.052785,0
