12659, 149258711, 149258711339312, -8.548497, -0.54527944, 3.4093432,0
12659, 149258711, 149258711785562, -8.53054, -0.31663316, 5.000889,0
12660, 149258711, 149258711996500, -8.841188, -0.30466217, 4.789002,0
12669, 149258731, 149258731858948, -8.823831, -0.3788824, 4.675277,0
12672, 149258764, 149258764161395, -8.532935, -0.37948096, 5.3127337,0
12678, 149258777, 149258777050249, -8.67958, -0.24899697, 5.7766104,0
12682, 149258788, 149258788511395, -8.99322, -0.24899697, 5.4444146,0
12684, 149258805, 149258805952541, -8.924985, -0.26515785, 4.1784806,0
12688, 149258826, 149258826211083, -8.859743, -0.27114335, 3.6529531,0
12690, 149258846, 149258846172072, -8.595782, -0.35793316, 3.8708255,0
12691, 149258866, 149258866090562, -8.517372, -0.47046062, 4.040814,0
12695, 149258889, 149258889716916, -8.517372, -0.4878186, 4.1611223,0
12697, 149258906, 149258906228999, -8.611943, -0.9103952, 4.028843,0
12701, 149258925, 149258925826447, -8.65025, -0.81881696, 3.6128504,0
12703, 149258946, 149258946719885, -8.992621, -1.0019734, 3.819949,0
12705, 149258966, 149258966202854, -9.348161, -1.0546459, 5.3803697,0
12711, 149258989, 149258989578166, -9.490017, -0.56682724, 6.5068417,0
12713, 149259005, 149259005890302, -9.388862, -0.2753332, 6.5146227,0
12715, 149259026, 149259026247854, -9.56304, -0.83737206, 3.684078,0
12717, 149259045, 149259045884885, -9.494805, -0.9032126, 0.7116765,0
12718, 149259066, 149259066895666, -9.691729, -0.670975, 2.223615,0
12724, 149259114, 149259114906291, -9.611523, -0.60453594, 1.8806454,0
12724, 149259115, 149259115103479, -9.611523, -0.60453594, 1.8806454,0
12724, 149259115, 149259115275041, -9.622895, -0.5398925, 3.3327289,0
12726, 149259125, 149259125247385, -9.492412, -0.6344634, 3.271078,0
12745, 149259306, 149259306091395, -9.301474, -1.2491747, 2.2014685,0
12771, 149259485, 149259485927020, -9.445126, -0.19752164, 1.8794483,0
12790, 149259667, 149259667533947, -9.4535055, 0.20290859, 2.2200236,0
12813, 149259845, 149259845362593, -10.415975, 0.25617957, 1.4095862,0
12849, 149260025, 149260025707854, -10.243592, -4.559757, -0.16759412,0
12878, 149260203, 149260203904104, -10.981006, -0.21068975, 0.8726865,0
12902, 149260383, 149260383673947, -5.5120506, 1.3581109, 2.954445,0
12926, 149260563, 149260563193375, -16.155474, -1.0163386, 5.7885814,0
12940, 149260741, 149260741699937, -11.653178, -1.7836803, -0.830788,0
12957, 149260927, 149260927209364, -8.834005, -1.3491327, 1.5382746,0
12978, 149261101, 149261101950614, -10.399215, 1.4059949, 1.7860745,0
13002, 149261280, 149261280927853, -10.923545, -7.359776, -1.3395559,0
13024, 149261462, 149261462391395, -8.948329, -0.049081136, -0.89543146,0
13039, 149261639, 149261639887853, -6.633136, -0.5315128, 3.9175124,0
13055, 149261820, 149261820045457, -5.1601033, -1.4215573, 3.2369606,0
13082, 149262001, 149262001339415, -5.7149596, -3.1304188, 4.14975,0
13098, 149262179, 149262179832800, -10.993576, 0.374094, 0.50996494,0
13119, 149262358, 149262358989623, -15.677832, -4.44723, 0.9331401,0
13145, 149262538, 149262538441811, -6.70975, -2.8652608, 4.188656,0
13170, 149262717, 149262717606290, -7.07726, 1.1168951, 0.82001406,0
13183, 149262897, 149262897358113, -14.128783, 1.0899603, 6.7085533,0
13209, 149263077, 149263077133269, -10.882844, -3.0280666, 1.0019734,0
13234, 149263259, 149263259074311, -7.439982, -0.89423436, 1.3485341,0
13249, 149263435, 149263435745457, -9.244013, 2.8054059, 2.7443538,0
13273, 149263615, 149263615866602, -11.304223, -6.943185, 4.0863037,0
13294, 149263795, 149263795149936, -8.215105, 1.3796587, 1.1216835,0
13317, 149263974, 149263974803269, -17.789516, -7.6351094, 7.0156097,0
13334, 149264154, 149264154242228, -6.0465565, -0.03172317, 4.935647,0
13335, 149264180, 149264180224050, -6.535572, -0.45848963, 0.4914099,0
13339, 149264205, 149264205586811, -7.45734, -0.7721301, -3.1998506,0
13339, 149264212, 149264212998790, -10.093954, -2.070386, -4.1395745,0
13340, 149264233, 149264233321915, -12.530653, -3.406949, -1.7669208,0
13343, 149264255, 149264255129727, -11.792641, -3.8833952, 1.6005238,0
13344, 149264273, 149264273393946, -9.467871, -3.6224272, 3.330933,0
13345, 149264293, 149264293137228, -7.833828, -3.6415808, 5.9926867,0
13347, 149264313, 149264313077019, -6.517616, -3.0603883, 7.1604586,0
13348, 149264332, 149264332897176, -6.739079, -2.4067712, 5.3737855,0
