7290,115225057,0.24361002,4.785411,8.081628,0
7306,115225240,-0.18255788,4.490924,8.870518,0
7317,115225417,-0.15502456,4.3448777,8.869919,0
7330,115225600,0.6548142,4.9218802,7.8027034,0
7345,115225778,1.1695676,5.0122614,6.9677253,0
7357,115225956,-0.3417723,5.939416,8.344392,0
7366,115226136,-0.6781576,4.811148,8.67958,0
7403,115226315,0.76434886,5.6910176,9.806051,0
7426,115226495,0.6123171,2.9269116,7.833828,0
7440,115226674,1.3611037,4.3676224,9.232041,0
7446,115226853,0.8319851,5.667674,8.090606,0
7455,115227033,0.24600422,3.9671922,10.655395,0
7462,115227213,0.5883751,4.0857053,7.4974427,0
7467,115227392,0.42317516,4.7866077,7.825448,0
7475,115227571,0.45968673,3.0765493,9.767744,0
7483,115227751,-0.2765303,4.0258503,8.059482,0
7499,115227932,-1.1390414,4.10845,9.414599,0
7514,115228111,-0.81642276,1.2940661,12.299014,0
7529,115228291,0.8074445,2.795829,8.5862055,0
7543,115228470,-0.49200845,3.7553053,8.583812,0
7553,115228652,0.83258367,2.926313,10.235212,0
7561,115228839,1.2108675,4.5423994,9.000402,0
7571,115229010,-1.0097545,4.144363,11.000758,0
7588,115229188,0.0700304,3.674501,11.304223,0
7601,115229369,-0.5231331,4.378995,6.405687,0
7618,115229553,1.8764555,5.405509,9.616311,0
7634,115229726,0.002394202,2.6318262,9.294291,0
7644,115229909,-0.09995792,5.683236,7.358579,0
7652,115230087,0.24181437,5.1421466,10.236409,0
7666,115230268,-0.86370826,3.7684734,8.457518,0
7684,115230445,-0.55605334,3.9630024,7.590218,0
7697,115230627,1.2282255,4.811148,10.381259,0
7715,115230805,-0.12210429,2.7539306,7.9691005,0
7732,115230995,1.3227965,4.920683,9.806051,0
7746,115231163,0.24241292,6.9503675,13.217191,0
7769,115231342,-1.7016789,4.5256395,6.655282,0
7776,115231522,-0.7128736,4.0342298,8.436568,0
7783,115231701,1.2719196,4.2263646,10.914567,0
7788,115231881,0.01316811,2.7353754,8.461109,0
7797,115232060,0.6476316,3.751714,8.1720085,0
7803,115232240,-1.2042835,5.143344,11.150395,0
7814,115232420,-1.6196774,3.3387144,7.5830355,0
7820,115232599,-0.34117374,3.7175968,7.7967176,0
7836,115232779,0.049081136,3.240552,11.0061455,0
7854,115232979,-0.8738836,2.3355439,10.187927,0
7869,115233140,0.2813187,4.3329067,8.681973,0
7887,115233319,-1.0019734,4.4274774,9.907805,0
7902,115233501,-0.14844051,3.726575,7.8068933,0
7923,115233677,-0.23283611,3.930082,6.073491,0
7934,115233868,0.65062433,4.955399,9.612122,0
7948,115234037,-0.3465607,3.903746,7.74225,0
7960,115234219,-2.0141222,3.6649241,8.596381,0
7967,115234395,-3.0591912,1.2054806,13.779828,0
7977,115234574,1.8680758,3.283049,5.118803,0
7983,115234754,4.3101616,6.8665705,10.842741,0
